"","q3_increasewhenopen_specify","q6_radio_pp_yes","q6_radio_p_yes","q6_radio_ls_yes","q6_radio_us_yes","q6_tv_pp_yes","q6_tv_p_yes","q6_tv_ls_yes","q6_tv_us_yes","q7_radio_yes_pp","q7_tv_yes_pp","q7_online_yes_pp","q7_paper_yes_pp","q7_radio_yes_p","q7_tv_yes_p","q7_online_yes_p","q7_paper_yes_p","q7_radio_yes_ls","q7_tv_yes_ls","q7_online_yes_ls","q7_paper_yes_ls","q7_radio_yes_us","q7_tv_yes_us","q7_online_yes_us","q7_paper_yes_us"
"106",NA,0.0752550056238303,-0.412403935766742,-0.512566791072036,-0.457451648697962,-0.250543915008176,-0.59234787787402,-0.631450117051501,-0.645421569496026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1.72445112875608,NA,0.56725292314276,NA,NA,NA,NA,-0.241393517940434,-0.355876819722115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0313284754536437,-0.0164702071573171,NA,NA,0.205741976003038,-0.264932383005066
"109",NA,1.39221760404086,0.322338708415384,NA,NA,0.45012974560791,0.607667219543175,0.148663081170633,-0.0663320699482049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",0.850081542344545,-0.978315073109794,-0.510369621657692,-0.760757026749022,-0.985280474118687,-0.811082843501046,-0.752349890862979,-0.787472756695927,-0.934966319269936,1.2111735387496,-0.945799487098954,-1.33374168427469,0.15079612143406,1.2151453900136,-1.03391758452411,-2.26352257244161,1.18636217992718,1.26372517588814,-1.0519085162389,-2.30676511366566,1.15378135402048,-0.560499309497888,-1.05442665586305,-2.29059399950049,1.15434824023636
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,-0.884852144587515,-0.774148943950397,NA,NA,-0.865484076518141,-0.819148419360372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",-1.33584242368429,NA,NA,NA,NA,NA,-0.43234586488506,-0.475427477407074,-0.529603669586462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
